Start,End,Open,High,Low,Close,Volume,Market Cap
2024-02-12,2024-02-19,0.12455889158367923
2024-02-05,2024-02-12,0.11862738391230426
2024-01-29,2024-02-05,0.11228428054608965
2024-01-22,2024-01-29,0.10953896728697168
2024-01-15,2024-01-22,0.11163010387195492
2024-01-08,2024-01-15,0.10292390797113668
2024-01-01,2024-01-08,0.1083847104172233
2023-12-25,2024-01-01,0.10725592304114137
2023-12-18,2023-12-25,0.10223778045786364
2023-12-11,2023-12-18,0.10808780008907713
2023-12-04,2023-12-11,0.10373022713754838
2023-11-27,2023-12-04,0.10809092592102194
2023-11-20,2023-11-27,0.10376168394250442
2023-11-13,2023-11-20,0.10866017720297595
2023-11-06,2023-11-13,0.0982847601063934
2023-10-30,2023-11-06,0.0953403734498846
2023-10-23,2023-10-30,0.09091127332021692
2023-10-16,2023-10-23,0.08693932392409615
2023-10-09,2023-10-16,0.0883904139667805
2023-10-02,2023-10-09,0.09034753914273405
2023-09-25,2023-10-02,0.0834695402684591
2023-09-18,2023-09-25,0.08384632947823376
2023-09-11,2023-09-18,0.07877565359775372
2023-09-04,2023-09-11,0.07712916913948109
2023-08-28,2023-09-04,0.07763459834411411
2023-08-21,2023-08-28,0.07590723899082663
2023-08-14,2023-08-21,0.0771678875936968
2023-08-07,2023-08-14,0.07731624407217624
2023-07-31,2023-08-07,0.08020133294676149
2023-07-24,2023-07-31,0.0832836464924314
2023-07-17,2023-07-24,0.07980388457087462
2023-07-10,2023-07-17,0.07759820256478882
2023-07-03,2023-07-10,0.07594251570647896
2023-06-26,2023-07-03,0.07375095871955666
2023-06-19,2023-06-26,0.07067679476577621
2023-06-12,2023-06-19,0.07045906862155214
2023-06-05,2023-06-12,0.0813760696967391
2023-05-29,2023-06-05,0.07716803253574889
2023-05-22,2023-05-29,0.0745888020380617
2023-05-15,2023-05-22,0.06906325415201228
2023-05-08,2023-05-15,0.06941435094163564
2023-05-01,2023-05-08,0.06714641954632629
2023-04-24,2023-05-01,0.06645297842777027
2023-04-17,2023-04-24,0.06668874296072194
2023-04-10,2023-04-17,0.06642475443231428
2023-04-03,2023-04-10,0.06517333934984484
2023-03-27,2023-04-03,0.06426057606596756
2023-03-20,2023-03-27,0.0665124344001373
2023-03-13,2023-03-20,0.06434445051163738
2023-03-06,2023-03-13,0.06693297395268763
2023-02-27,2023-03-06,0.06925285606914311
2023-02-20,2023-02-27,0.07016607272099078
2023-02-13,2023-02-20,0.06404939558726372
2023-02-06,2023-02-13,0.06416231938499546
2023-01-30,2023-02-06,0.06350516195016155
2023-01-23,2023-01-30,0.061549266163429026
2023-01-16,2023-01-23,0.06210196947462215
2023-01-09,2023-01-16,0.05431355075987118
2023-01-02,2023-01-09,0.054941283181334635
2022-12-26,2023-01-02,0.05493710320395379
2022-12-19,2022-12-26,0.05398328144729535
2022-12-12,2022-12-19,0.054422860582737626
2022-12-05,2022-12-12,0.05366102855059048
2022-11-28,2022-12-05,0.053638821384639754
2022-11-21,2022-11-28,0.05039269007186121
2022-11-14,2022-11-21,0.05098014013902077
2022-11-07,2022-11-14,0.0627177413842005
2022-10-31,2022-11-07,0.06352950140707542
2022-10-24,2022-10-31,0.061620090630909646
2022-10-17,2022-10-24,0.061653823651884425
2022-10-10,2022-10-17,0.06218487652287708
2022-10-03,2022-10-10,0.06084252093925966
2022-09-26,2022-10-03,0.05964045789905277
2022-09-19,2022-09-26,0.06069242007998814
2022-09-12,2022-09-19,0.06403508108801846
2022-09-05,2022-09-12,0.0632702735873134
2022-08-29,2022-09-05,0.06116193178492278
2022-08-22,2022-08-29,0.06574052384289586
2022-08-15,2022-08-22,0.07014395434711075
2022-08-08,2022-08-15,0.0692424636968159
2022-08-01,2022-08-08,0.06893868879031646
2022-07-25,2022-08-01,0.0669392942759644
2022-07-18,2022-07-25,0.0674610035504957
2022-07-11,2022-07-18,0.06764410919177496
2022-07-04,2022-07-11,0.06612029967469338
2022-06-27,2022-07-04,0.06500551792030354
2022-06-20,2022-06-27,0.06128468028622483
2022-06-13,2022-06-20,0.07621914380930596
2022-06-06,2022-06-13,0.08143568114322744
2022-05-30,2022-06-06,0.08050186325993645
2022-05-23,2022-05-30,0.07811316587222009
2022-05-16,2022-05-23,0.07229527617106085
2022-05-09,2022-05-16,0.0878157376862933
2022-05-02,2022-05-09,0.07077236637279145
2022-04-25,2022-05-02,0.06561571008049023
2022-04-18,2022-04-25,0.06032956957188355
2022-04-11,2022-04-18,0.06283362539206071
2022-04-04,2022-04-11,0.07313497118533818
2022-03-28,2022-04-04,0.0691441578851576
2022-03-21,2022-03-28,0.061579765409792805
2022-03-14,2022-03-21,0.05934006356522426
2022-03-07,2022-03-14,0.05908024744359265
2022-02-28,2022-03-07,0.05817233873288123
2022-02-21,2022-02-28,0.062092392481660416
2022-02-14,2022-02-21,0.06437075565836971
2022-02-07,2022-02-14,0.06622112478265489
2022-01-31,2022-02-07,0.05879861275444536
2022-01-24,2022-01-31,0.05755579679043992
2022-01-17,2022-01-24,0.06989848948059212
2022-01-10,2022-01-17,0.06612576093918926
2022-01-03,2022-01-10,0.07771051316428053
2021-12-27,2022-01-03,0.08162022309468978
2021-12-20,2021-12-27,0.07960323084275009
2021-12-13,2021-12-20,0.09128281012111518
2021-12-06,2021-12-13,0.08435069341772722
2021-11-29,2021-12-06,0.09509487873879233
2021-11-22,2021-11-29,0.10695672789736124
2021-11-15,2021-11-22,0.11713782487895684
2021-11-08,2021-11-15,0.10451310370512935
2021-11-01,2021-11-08,0.10155444611861136
2021-10-25,2021-11-01,0.09928822196176389
2021-10-18,2021-10-25,0.09900285607513368
2021-10-11,2021-10-18,0.09785175353099589
2021-10-04,2021-10-11,0.09530524440473018
2021-09-27,2021-10-04,0.0877704130223802
2021-09-20,2021-09-27,0.1037541776045405
2021-09-13,2021-09-20,0.11260663787318016
2021-09-06,2021-09-13,0.1051863080474855
2021-08-30,2021-09-06,0.0885818349676387
2021-08-23,2021-08-30,0.08814704211261162
2021-08-16,2021-08-23,0.09309161733589662
2021-08-09,2021-08-16,0.0718946602249534
2021-08-02,2021-08-09,0.06331667596446545
2021-07-26,2021-08-02,0.05793010288783951
2021-07-19,2021-07-26,0.0560412534491787
2021-07-12,2021-07-19,0.0618677130293464
2021-07-05,2021-07-12,0.06737326613287549
2021-06-28,2021-07-05,0.06479469023925
2021-06-21,2021-06-28,0.06785915906916393
2021-06-14,2021-06-21,0.0716303425123399
2021-06-07,2021-06-14,0.07743151444977062
2021-05-31,2021-06-07,0.07200034726136625
2021-05-24,2021-05-31,0.06331391806053133
2021-05-17,2021-05-24,0.11970632
2021-05-10,2021-05-17,0.143090654
2021-05-03,2021-05-10,0.12818737
2021-04-26,2021-05-03,0.102074032
2021-04-19,2021-04-26,0.143389691
2021-04-12,2021-04-19,0.122618188
2021-04-05,2021-04-12,0.128284074
2021-03-29,2021-04-05,0.063599541
2021-03-22,2021-03-29,0.063392152
2021-03-15,2021-03-22,0.051299708
2021-03-08,2021-03-15,0.051744271
